3760 8617
2879 1531 444287260
3004 3582 770989795
3671 3529 54109364
2876 3164 724287117
3326 64 733335637
709 3175 638909022
1161 876 146664832
682 1580 935908287
1808 36 391259901
3086 2415 868237274
2132 3702 5134063
866 3617 717796778
1156 2928 820500928
3389 2827 671570686
2268 2723 3048410
900 2202 144164030
210 563 687704868
1437 3647 23876383
1872 325 297329021
2940 2044 758800328
2537 2262 707633773
735 2130 476371809
2924 3138 954486936
449 1309 38199194
3018 3541 670805600
3254 1292 771257783
1788 2187 866088687
1030 615 12220289
3246 2356 985373111
3622 3046 73559542
3448 774 341976024
2212 2771 132647754
1822 3375 737968057
2488 2521 821689487
240 901 718665111
1378 2503 929197132
2059 1806 243860262
2939 560 681831098
1361 384 184351710
1973 1604 853369762
3518 549 212882362
1586 2627 923309797
2989 2519 643690990
2426 1489 914403965
2187 2112 659932773
1557 547 789984180
1989 749 120478422
2573 3425 867465028
409 26 391608721
2308 135 185316323
3303 663 43592085
3611 3650 688041662
2766 3217 90645082
3634 2677 299450157
3390 1248 285809554
2339 3180 384348614
1307 3520 664660895
313 3000 186288563
3647 2449 418026049
974 1842 715406730
2766 3082 755697987
1695 1772 652044611
1911 68 854379499
300 3486 202604223
1246 1933 986814554
1377 3269 796650032
3357 2892 282218419
1646 3313 459375967
1307 3616 120777198
3621 1620 555059251
3735 3009 272275853
2564 1883 305119128
2485 2517 427397994
1426 1705 296552726
604 1252 29353022
486 1459 165585864
1052 371 789905087
1395 3664 31890103
128 1619 408377840
1208 3387 955085703
2231 930 125882767
950 3502 538961423
2014 695 248318607
1036 1684 191743606
2854 3188 169282620
3315 3198 349909804
2894 729 646163831
391 1651 844512469
3096 1423 310303684
552 1896 307112568
412 1555 279562548
264 2723 875994787
3450 3526 58108216
2699 2989 792769913
431 503 604679066
361 921 193380947
2006 1296 474713592
2815 1047 118083212
505 36 987009446
1582 969 822983294
1804 903 944916973
337 208 457859890
1245 2605 578632997
123 1340 779210100
2155 792 815752774
2845 2857 984928579
2151 3556 591827464
148 642 463963375
44 3431 960081658
1617 56 536343983
1887 3534 202829903
1019 1361 251235896
3595 3541 92176806
181 310 343299571
3605 2660 83777575
3174 2448 325587170
1104 1128 711525356
984 2388 758529071
912 1783 427392333
2972 2981 83287700
2196 3428 487465506
1029 280 167314051
2669 3232 605706835
1603 757 738400321
3671 77 394052290
3592 3539 294939324
2421 1192 354383456
779 2901 487657951
1969 3240 753227094
393 743 818795556
2338 585 360463927
879 914 558257149
2012 3057 282280372
1333 2194 323057437
1216 78 327987815
1438 3247 202335410
3727 2849 119020650
1897 107 42807126
3255 811 859408940
1651 1758 951610452
492 3380 376660262
2151 2 798948558
1493 2563 459533184
1328 1126 100224925
118 2733 29552603
1272 2486 879115895
1987 1716 194375640
533 2202 582275334
1405 2492 767467775
2951 1575 617711518
1913 443 752493357
3543 1364 505715040
3281 3423 533550884
778 988 713966750
2014 3104 79247878
3539 646 457999585
493 1820 647143493
2839 3078 187846104
2883 1387 521617943
2016 771 260661325
2829 1205 616320874
1019 3375 955546226
726 208 316631324
55 2714 892298494
2229 1781 644311761
44 293 333487189
2751 3448 752212744
1430 160 620422040
1865 2044 408379302
914 3236 619428064
671 971 764996009
2259 1726 406748102
770 2820 486823161
2436 2740 875020586
2835 2614 672461985
2673 1737 77507006
1005 2844 506882517
769 308 305452469
3560 2932 845128289
1632 959 213949684
2701 2116 229135075
468 1934 134652513
3151 945 396701379
1039 3121 703575468
1563 367 463317790
1637 1191 793916586
1366 2754 428346935
2714 3518 273448314
3734 2701 27492673
2321 1424 354236654
2798 2802 683172094
2996 2075 574144071
761 1997 327658129
2503 1030 288649697
1649 770 279846719
3113 2668 127641245
691 37 385448674
3730 3524 218695701
1285 878 714926849
2359 3117 271864227
1216 2048 946257958
715 2309 276097619
568 2768 98141691
3163 2982 724357719
2886 3261 474618770
1251 3067 563847509
557 1036 559624777
979 2887 423280337
3477 1522 670177247
2272 3093 966594167
2494 3570 127174926
3470 3381 484776808
2062 278 874629785
3434 1100 446636746
2732 265 359715047
2539 2572 458342772
1366 409 576563469
1517 3674 318749269
3483 3646 85140240
1425 1743 924290582
2245 1540 314158862
2301 569 421896097
1003 2455 681106090
1465 833 428186131
3077 3448 704682349
2449 268 748260110
3080 87 341893703
2761 71 359410711
1202 1304 101649691
35 654 92160349
1399 1423 473840999
605 3452 674337508
1052 634 624817231
1985 1884 200242670
2614 52 591128845
1555 926 42282081
2927 872 631550310
251 1887 367635184
2557 495 10047364
2239 2307 95954126
1694 1547 657059207
476 1630 741067568
128 3586 507475711
3330 2607 484820917
3715 2570 921576139
715 51 240031912
1361 896 616949186
3253 3592 513381435
1949 2971 667970034
486 2912 993205019
2535 428 893306839
2154 2068 116179222
968 2351 681339500
3281 2280 253479646
1430 1518 161565754
528 2022 675395002
2318 1488 135029958
1713 1933 184220526
986 199 635045194
3487 2636 441173870
322 3344 960888393
140 3312 60746257
632 3435 999363919
2896 854 859665325
2709 276 169128783
2371 1240 785955335
3537 2093 989307585
2290 1745 667305912
376 2479 951267754
3266 1579 218908965
2264 2711 381668764
2579 3052 846357477
387 203 677437081
1903 814 791466745
2836 1602 952849583
598 1759 525942334
2138 3373 413958888
2293 3070 817860496
3396 3437 411725000
2122 516 993449677
274 2585 572726602
564 3249 748356236
2111 2413 650114607
1109 1621 998143947
901 2149 773146814
2419 1482 126098778
1118 1158 33987177
2525 2929 399260377
1045 2680 181051709
3084 2168 843241651
2728 2828 198450556
1517 179 963492950
1927 3222 595619118
612 1682 663905625
3617 13 486766599
758 384 104518586
2904 3038 408847903
1500 1828 722425645
322 585 665128222
262 577 386857242
1760 1551 607615018
2743 63 499472625
3005 903 354392981
2986 194 942395158
3055 1748 698524250
1943 2488 63569708
3132 2995 859213555
2873 646 973844600
2241 1531 335588437
3639 2932 822751035
1991 607 172749106
430 1167 682307394
1933 1602 324034937
2444 3347 758630091
379 929 60217596
1866 3477 832702758
93 1647 252861070
157 364 885592972
2383 1459 960407825
624 2640 774004088
1376 1186 298574012
968 828 950073249
3198 2007 781311017
1339 2177 60338707
3028 3283 826112678
430 269 485230862
49 3722 354535255
2148 1433 653795757
1075 3623 867253148
2693 3181 840680085
329 2677 823347158
2017 2595 297128939
3130 3150 804468454
3035 3363 472764958
183 2603 409361746
265 1954 642901193
258 627 816873734
1294 3484 734581160
2320 436 859101286
2629 2136 916034960
100 3143 412171175
2250 1578 117636624
1852 586 631172839
3656 2642 253282693
953 2238 307299963
206 2144 859334886
796 3517 50161555
503 1633 881952043
2601 3391 97234531
2775 724 628019282
2183 1206 546095240
3188 2944 746600237
382 1247 390924048
2522 2158 683274230
2544 2287 193480547
111 545 428588400
2136 2856 573724847
3598 629 779739703
3674 2348 872449209
2419 2516 14063162
2717 2275 138341355
3323 1016 93518585
2646 405 682622155
3365 1420 49815851
1772 3463 593298434
1672 1400 229373901
3359 3609 528644038
2579 1545 836393097
3083 2524 104146145
3162 123 552860512
1962 2819 396562658
54 3651 123814787
643 237 599269581
2239 2831 488875149
576 3725 322349373
2890 1499 444972471
2569 554 854448234
635 1895 761144839
3115 1671 496283881
101 1104 804880354
467 1566 445019373
3541 526 63793845
2212 2952 785749703
3741 2025 944352052
1568 314 683009798
2580 2506 572867517
2013 2352 239365993
2419 523 434343546
1858 1832 948547026
3051 2002 163823241
2478 1729 958325482
3513 3192 111251202
3644 2761 930641428
2657 3176 941104024
225 2805 932544298
1903 3388 323815675
2004 2482 144824245
316 132 548769172
1982 3380 889312616
3548 1851 316003437
3200 751 137483633
1352 964 648363082
844 3412 566442637
2600 210 757015837
1715 683 34119040
178 1148 281590238
758 3261 50447610
2198 998 923895275
1793 2853 733656716
688 1612 184968089
3583 2721 981714113
1454 2937 471975673
1228 2866 355390814
3321 1227 522901491
2714 1907 997793251
3379 161 309497647
1179 481 177025034
383 3464 941329206
194 1460 784318391
2970 528 208584038
457 3162 57551510
3689 1843 100726451
2405 1260 23322973
3211 2868 55907173
3462 2108 323190901
159 2948 827116673
3312 1191 944368617
1448 2771 94595580
3571 378 339719751
546 2626 932569587
2486 295 574520496
3277 1728 57589158
37 2416 194743390
3276 1312 20346378
225 698 125870376
2927 1582 1086058
3418 1867 72309773
853 2494 922920609
3412 2460 102624091
2499 198 506182656
533 3246 398943281
3356 3395 58859483
488 1406 26717938
971 2037 667233635
2726 1993 685221150
3508 147 403564875
2086 1218 526972785
2545 553 163189838
1948 2456 366255582
2263 531 442778719
2124 2498 147879044
3445 123 344312804
3102 3280 237375695
2804 513 274058908
1952 415 345238863
2949 2655 505611958
2132 2740 137313316
1128 404 112611657
331 2099 855224070
1428 3276 190273506
1499 571 24176733
318 936 676194013
867 8 519191237
540 2283 834838913
373 1959 305755230
554 667 898442516
71 1175 809604306
1459 1641 650499335
98 2332 397156815
1057 3224 575813726
2943 1608 113193144
3597 3499 339665416
2932 3207 491653251
2657 3314 966837294
1763 2920 794383281
2254 2434 805905338
969 2786 528758664
395 761 604064569
3268 1415 108533385
1209 2237 820605701
2867 1994 622016382
433 1688 745300995
2107 246 44427238
3351 2878 929701967
1078 2341 775100603
875 2898 687344089
429 2315 233041578
1988 285 856353349
1690 2576 289398557
28 215 934044263
2936 2345 533419529
2805 682 363705848
2671 3244 118192594
567 1225 511840601
2252 692 500658218
716 2440 540823670
2302 939 373144562
3558 2714 976792073
20 3750 779932945
1492 1024 972486678
1014 3529 293582548
2023 1471 607803907
3356 3655 198547891
838 2550 655074465
1963 3473 203448804
1744 548 378125785
3141 2407 446677500
3110 560 897215548
3017 83 794500266
3716 97 378355314
1715 1567 84960429
1561 2652 134783744
1651 1258 687196465
2624 219 191662719
236 1820 45580264
2377 768 250102656
2490 3106 256637450
3396 1180 334956710
1814 949 698386161
2879 1380 292980273
25 3220 74610451
2679 762 752975093
1499 1569 701741451
1942 2200 396081569
1409 3708 923913900
1710 2557 854310126
2860 2966 769600476
489 2879 406992899
3305 2652 215105234
1440 1643 848714440
1000 529 697652051
764 776 351997261
84 1705 938680458
1398 1915 824275050
562 382 662164014
330 3222 648054373
936 2368 242541647
3467 1476 255127663
2599 2716 463097576
757 1795 140515837
35 2427 756617390
2759 2941 579053827
305 1381 180841063
2347 3520 998912895
3695 655 768017603
3418 1703 971759005
991 1728 841718995
3731 2712 480036276
1998 2101 538143353
546 1257 434570121
345 191 957040054
2436 971 210400533
1026 2335 247133102
2930 244 395268462
438 3492 54694510
503 1482 980724558
10 1357 509469551
1956 604 860516313
2763 3371 832929170
2414 2073 137892193
3336 241 102025922
1234 483 616746862
323 1384 836548124
3273 893 61601634
876 1777 460011893
266 2988 672264175
3339 241 83814646
1529 3174 521636745
3044 3456 690961771
736 2832 340717530
522 3025 875377534
429 393 514273219
3757 353 564384776
3087 400 468320349
2779 2739 695690478
2603 662 944521961
1412 922 895873424
294 528 180019703
1873 2532 716378592
487 1444 318306839
1015 3720 38227005
2804 345 185817403
1442 207 237221326
2926 2248 64908741
1383 456 24333442
185 1826 821073911
1443 3712 484789885
2817 1926 267795753
2588 1981 371643128
2026 1212 157028839
706 2328 894062922
1464 2967 163530171
1764 882 624660704
452 669 920753033
883 1150 421391757
2117 2249 127477913
2631 2797 889230701
324 1590 249529243
2475 898 239140702
913 1444 461686567
1037 2395 319747790
3042 175 505773784
2655 2624 748745896
2923 3361 219849808
1320 3261 71901096
942 3286 437811016
2558 2061 704599683
3215 2396 801628244
2051 3369 338548675
2966 1926 926928800
378 637 802493032
1462 1896 813128941
3105 615 447516144
2887 3192 858111843
69 2441 881350896
3041 1046 439617335
961 1896 770678018
978 3415 602894611
2191 180 821456264
916 124 697517628
2492 1821 177653336
1051 802 620578474
3264 2917 420978577
596 2843 513270799
1923 492 873560913
3303 1463 470615636
1308 1029 55632745
2547 1923 352168132
6 2159 77131365
3381 2658 309396073
515 2436 651089366
54 224 333235760
3735 1553 23665694
2836 3309 892978857
1618 175 74409792
1147 3728 739911472
2539 2288 971911412
2030 1180 637843358
506 34 893132320
233 3111 167020507
3 654 608174286
2575 1817 722524829
3041 2630 331472947
1184 1539 983497975
1400 1715 302769361
3449 2929 375986964
2064 2409 516917845
3751 1872 393271704
48 2001 977898165
1620 1802 341140725
2097 2006 711549207
2044 1326 112781232
1019 1390 287965726
1315 2666 875051422
2286 3182 664412252
67 2306 593693917
3223 1680 65126479
1926 2712 400636406
872 434 44551370
1215 3412 251825646
2968 2152 356207461
3356 352 969554063
1101 3060 594759953
3035 1502 993477508
3702 3454 951323481
3026 1258 716566400
934 1732 864292925
1971 1109 723854334
1979 3016 805871899
670 876 765507508
3270 1656 423975116
3661 1381 616048881
3336 428 745027185
1784 353 439032622
2515 1807 622339010
2023 957 900469722
198 2038 731548434
1812 642 116704422
1287 3580 278884465
938 3390 511423377
1928 3609 665647683
2543 551 422033301
693 3641 554934541
889 1899 670310329
2893 1847 164766935
525 3543 940160215
358 583 921532763
3008 1871 275367580
1805 3630 428105568
1006 264 902588259
968 833 173234501
405 3288 538299319
362 2715 261495867
159 795 100442231
3104 3033 285371230
2294 2366 50914481
1958 2726 543496168
2735 827 397427949
2901 1008 922130002
116 2235 13201205
254 2639 273637533
2888 2810 365086322
1034 3581 963886508
1889 1750 325297326
1651 2507 332724577
2714 77 521204127
1001 2702 910903451
3372 674 242460545
413 1822 882983064
187 1067 603120569
2562 1569 546416649
506 1071 278992141
3634 2350 992304661
906 2131 672507033
3639 2672 252041663
83 88 427506396
3097 247 807951659
1200 2785 477173837
2539 2283 68117677
1218 355 153021301
745 977 427018926
3310 3454 141493381
2355 1750 765372359
2028 163 985852250
2408 3576 153483310
1032 1280 861227210
2443 3493 712346069
1068 825 731162991
2057 1140 675354498
254 2628 343407291
1667 3029 730153665
3727 754 154099625
1504 2210 485387092
794 1488 49675798
3010 668 389124582
522 2605 9286979
606 378 193538065
313 3623 396483735
317 1561 745132682
1968 2596 242855469
2491 1334 707248618
310 3647 747239540
1159 2099 323606175
1033 3274 818983885
373 3323 639068240
1524 811 805510159
874 849 810117146
1492 2004 888576498
3196 3194 486753066
1275 529 273521550
417 2036 532639458
2295 987 712880771
2976 3050 595053281
3450 3534 489449300
323 3068 365762306
329 2676 763430900
512 2678 695604682
349 31 993938707
2838 185 427344439
2362 977 458486599
955 2338 93992363
1940 3024 723569639
1417 205 543567074
3553 1002 279045381
3578 3246 130750943
345 2440 957490237
2423 2039 444381482
754 983 121515646
760 1325 358176110
2627 2697 996260876
2214 1794 174726944
2051 1761 17603013
2935 3023 651950373
737 734 394307054
217 282 879736082
344 3457 485477145
1794 196 392380063
623 3613 868368424
577 2026 244624267
3435 3303 209314184
1819 1935 935947270
2431 1360 38311876
1970 2330 433112747
2358 3701 835167816
2532 3085 80195877
887 2780 878383210
2928 1301 590443762
2994 1760 898655613
795 453 882217349
1960 1691 945068624
1865 567 789201988
3554 2537 538878513
638 2089 128125478
129 250 851968600
3418 2861 418258968
1911 98 815265672
1286 188 525364423
987 3731 496085172
3568 1084 155476498
3588 1500 64080968
423 1368 538560590
3032 2281 561391622
2212 2960 96232574
3046 1790 74594377
299 1706 153019341
3457 1306 200721120
1738 1346 847401348
2456 2741 621591987
1688 3262 356947519
1247 933 755196211
345 934 858925040
1172 2068 775354850
525 3696 573160746
1535 935 105247638
2226 634 758286176
675 3667 117226543
960 975 278567455
952 1391 932357697
1606 377 619510470
3395 957 412860908
912 1232 115844159
3608 1886 613001663
180 325 255940516
3418 2786 997114859
29 2046 753169258
2137 3751 785788436
2634 366 514136065
2025 2249 107888624
2449 2667 595705904
2838 344 575559849
1388 323 168577544
67 2699 239603866
1 2112 919533216
500 127 407908530
115 861 915616357
168 2842 78700442
13 1908 962473269
2122 153 846673906
3591 600 737751373
3215 1594 448277298
3601 517 385593858
2646 1085 709723281
363 994 128280499
3659 2526 389363459
254 2829 610600443
2587 1094 639856306
2030 449 172846066
26 2343 399041080
2144 1788 429593715
149 2644 792987809
3274 453 79844638
1520 45 109069187
1455 1220 752035957
2782 3003 501610058
2621 3179 301386373
2467 2333 625651532
536 779 975993425
1265 1293 157805913
26 2574 658563425
1767 2924 449654963
947 3394 990229520
1252 2723 290395179
2693 1051 524365121
2081 1859 7928903
2670 3241 457167109
2858 44 551372867
455 2774 799303072
3347 2450 241149690
989 1064 209871014
2041 491 690665146
3057 1086 587580967
3643 101 318128868
102 1021 844744793
3318 3166 887985822
2008 2856 117588443
2928 3390 31668996
1072 2875 925337374
1465 2269 650008447
1196 1874 999790185
1898 2000 440217647
1312 1833 642016100
1672 835 733169040
1582 1143 428881711
1012 611 739493333
1731 1131 543113715
2380 506 186038578
3294 183 289274077
2679 2890 91740977
3348 226 67702690
3356 1576 712350298
2828 3468 212161203
533 1216 534719362
2479 1864 193088802
3689 2288 650942726
3215 2541 798244068
3064 2006 361652440
1112 2869 110589667
3461 1980 486634323
1806 627 80188173
1720 3315 414305060
3248 2899 566263009
2572 660 83556704
2377 922 621384259
6 90 179585063
2727 1182 850471042
2236 1584 648353942
807 773 525978892
2510 189 168170118
1681 174 723241360
2957 1926 722522155
2368 2276 898525261
3171 644 635543566
3647 2873 410795082
3551 2546 134551518
3017 2071 215899345
1509 1734 357956758
47 1615 375742158
822 2261 901155759
3596 1439 806857857
3602 2456 415325178
157 2427 25630407
1552 1528 543184768
2459 1854 822208158
2841 810 2308031
732 2967 183901485
1829 1908 149219498
42 353 240157720
2734 3599 698749518
2576 290 543213134
2503 756 180735738
516 2853 987206937
2339 1534 17262413
2991 2589 252702
2409 2473 809601123
1195 2944 590540190
3026 2632 644963512
3334 3695 517616966
2421 434 617143726
1053 2574 398430471
1585 1101 170322211
3056 3464 782356941
3520 3362 833206702
2348 450 325358207
2993 937 87596787
3667 1014 474240043
1854 3533 820085265
1583 61 986380264
3698 3190 336346347
3688 3424 52435991
2811 3214 409969341
718 3556 922629645
2824 2866 143793936
314 2659 124906757
14 1948 28868155
3576 2549 279285292
1134 1805 627089430
3121 3346 828819310
2555 1431 681244052
3088 3583 357330826
673 1966 387792834
1785 3014 282608587
3695 3526 695714752
325 12 913450941
670 1879 316365124
2060 3682 453830252
289 1046 85699133
3039 705 917486621
431 2222 154080030
1101 3069 769930129
3096 332 884592147
2172 2690 780217157
617 296 772699986
3095 375 6499168
982 1584 47078172
3337 2641 217817070
1251 388 441054512
526 196 782983650
1219 2968 330178476
2422 2816 564932771
3620 1449 537510532
2136 2842 792791428
1286 3081 346534852
444 1099 118394696
2963 912 164692964
1251 3655 868680114
405 2989 299149111
2406 339 479053772
1361 1182 954156132
370 2728 999084262
1752 2903 640978556
847 446 128310166
3236 2464 990941215
3058 3506 312681243
681 3590 37855842
365 2333 317147547
407 302 59860264
3053 672 722586268
184 970 451809948
2205 244 531138185
2032 1613 975584702
903 3054 796816934
340 892 527414518
3279 938 736724978
1148 364 503495551
3419 2571 678101817
485 3323 772896476
477 601 677401811
477 3399 357113725
1453 2135 882322793
1288 2574 934221413
1233 3464 300087735
1364 178 914937946
2822 3665 919627539
2482 3749 657490356
544 1012 397435905
616 1528 632984794
1543 2981 832390217
1110 1223 396785684
289 1711 288208933
3637 3728 706003024
3486 1790 265871430
2953 3462 899100378
1136 2378 5564186
2532 2564 392584430
3209 2108 426289696
1534 2016 773913436
798 3126 201788801
1441 1234 121373945
2339 3737 878514310
2984 963 177753932
1854 890 167873718
3345 374 332605410
1561 3642 580276057
787 2835 849263587
1727 3659 337240129
911 1300 497537592
1011 1232 234746971
262 3394 885537144
2500 1952 513205437
1610 3450 687948514
288 3420 330850055
2962 1474 30540400
2836 3401 764098323
1907 59 876752034
2308 2491 168979526
1092 2035 844298161
1381 2118 614809708
1239 803 233162987
2096 1289 352875238
1477 1338 741321312
183 105 619986106
2289 2926 676372863
1057 1781 185824828
72 3226 628847804
3683 569 443894560
1484 1621 228602903
2730 796 262071264
2339 3759 289045291
2152 2751 440719077
732 2100 887991795
868 2970 902536912
2169 1622 842994337
1615 2058 575538879
2114 490 74841943
2117 2641 601826196
3170 1952 385594535
1916 2823 785223132
302 446 790842024
769 3024 660814132
3174 158 78564738
1881 176 518222225
587 369 362625038
1254 3732 772346276
1488 1012 983170516
2399 1841 521765128
259 1195 54893027
1350 936 694860455
2588 223 28830303
3384 2315 693878820
1984 3449 400647451
1939 390 970712780
2731 1043 735356927
2634 3073 950806769
2682 2187 919668251
446 1751 755140967
3245 2854 41530105
960 214 75332488
905 535 226699821
1357 3351 381437977
1504 3384 632739511
304 404 916341840
2170 2601 872489023
1658 3494 118764340
1035 75 485106295
2168 2011 400957394
728 859 583734085
827 230 281317651
1634 2714 329359252
1846 1606 672735219
1147 569 245792857
2082 1405 836751590
2558 936 382597162
2812 294 925708966
1830 1056 477097928
3346 3549 657741859
2782 2813 598096870
3016 291 818350951
3000 3479 871414936
2232 3224 111943675
912 2240 316223412
2586 2838 624246538
3535 3601 736761314
367 2834 13829890
2097 2350 601827736
2594 3696 437036810
3751 1601 9642364
2506 1625 549943895
3339 1549 373019745
3040 3564 785174322
2975 3474 625415087
2921 2387 150183985
1792 342 864601720
1134 1421 712608160
253 3506 402216063
1684 1444 913024664
2584 1066 989376911
3594 2440 132533309
1141 1748 328016719
2572 325 72139035
483 2119 670124887
4 2763 332762204
589 956 349326342
1993 2585 771702334
2692 1936 242831813
1523 453 669467777
2144 1433 22349899
2680 2363 609793131
265 2600 475595496
155 3089 262551812
3338 3526 270954330
2998 2617 280982063
452 1851 315502208
2113 1047 558479955
3372 2370 73341503
343 902 743353982
2855 882 722848838
2145 896 32779879
2304 996 494601688
2994 642 627340175
1250 1023 499567509
2577 1919 508010426
2564 3239 314961013
1080 2963 485527231
110 1715 329447063
345 382 481638911
1112 2775 362807812
401 623 716972800
2740 465 294405253
2733 2274 516644107
485 2181 437961218
3483 3640 661490235
776 3609 294221189
63 3404 362732726
3685 722 796755407
3322 3261 521473052
277 2369 30419329
3634 2240 371105248
1374 888 683881690
1814 2758 854188672
2312 573 689899186
82 2186 84033550
1871 1138 748185226
3240 2105 684896373
3390 2153 38278896
2302 1012 175251681
2080 3724 590757204
3245 1618 234177415
2584 2010 529035125
2362 3749 625574938
404 1450 607585757
3101 5 968720361
3496 460 597427805
878 241 310805471
2696 1803 719351778
1993 3306 331185050
321 2146 318254111
502 1910 209901613
2390 3455 44002931
248 2409 661046670
3347 2789 144284178
1349 2064 111078679
2538 2515 725159296
906 2555 223053503
1863 933 386600576
654 3701 250345436
2310 718 390396635
292 465 495585943
1042 540 50191329
561 2565 772479041
1955 1612 208587562
3219 1636 126456073
3209 776 670818377
2907 1838 576595900
2037 3162 287172678
706 39 676658360
3060 2171 936450490
2569 1282 268943100
3571 1350 803623336
2666 3275 792371550
966 1121 29455639
1312 3060 290200853
2277 1058 194412295
3026 1074 990220166
1468 2499 100703942
2278 1258 396516453
2345 928 26012653
654 871 680628026
3686 3299 733724240
3528 1555 807609950
3649 1611 717339418
2794 1256 515573324
2808 3118 202735676
1658 1513 911529374
2435 1811 573701926
2408 3038 532618367
1262 3407 921872281
2520 1366 135542075
42 2619 736769397
3474 2680 530092642
3695 2343 723086652
3654 2651 98623799
1147 3087 886838010
1087 1596 385693807
1386 299 531094599
1366 3599 850316390
372 1182 127146553
2140 1148 401771491
2234 1262 186093096
1514 431 907819085
3323 3304 757264639
1234 2349 217364856
2089 2562 549943897
2008 499 386095539
696 503 130620290
3271 987 857630914
3233 2569 332871505
99 2169 165109286
1722 2039 814595902
127 3443 376476203
1663 2606 988054578
717 2670 201857786
1269 929 688654360
3124 352 794599826
3154 1358 99381758
3329 3246 538780358
1007 2058 571813715
250 1500 228967671
1802 152 833558655
2274 1741 979101412
310 2997 501373025
1561 1734 19009619
38 2304 462436685
3548 1943 888323595
3601 1160 341472485
1088 1741 215854805
655 622 669734764
3415 734 315589396
281 2167 979206944
339 2149 161885911
700 678 704153881
1134 1384 658408066
3010 2061 941428966
787 3059 718471492
1450 3617 733634488
3303 31 751705932
949 1556 503892916
2582 1364 564069463
2733 2639 715501196
424 2556 831566272
2705 3100 832003055
2409 1155 401939764
2453 2602 647639901
3265 2121 36159971
3245 277 576977712
1876 3675 39785048
106 1668 249730853
3483 325 933470208
3040 253 307719807
389 2189 916731204
3621 2520 390699446
2089 3622 699092615
3594 873 204410211
390 3723 339837445
1217 628 340916697
365 3460 796081704
2605 3511 525676487
2366 3264 55884166
2661 2516 384197574
83 684 143811015
2352 899 946585961
926 1796 725266550
3597 519 87665407
1341 102 732710163
828 560 408718051
900 3144 629186045
3417 245 378551682
1935 1666 528459984
3044 931 134237168
2031 3603 234702459
349 926 769233876
2031 2561 601021863
922 2649 890469942
2676 317 609208564
1883 1144 239769372
1680 3048 337371783
2451 1031 788222641
3179 1616 164047468
2969 2767 802038910
364 2782 936385057
909 3203 317697243
76 1601 193234679
2439 2521 313299366
1144 37 747933819
2668 1208 218398097
2215 1583 620040711
3046 1676 931816146
1501 834 918009664
663 2863 849493444
3270 3372 259455629
3394 1031 995295841
1135 802 599300246
2962 372 595318091
2812 1135 651018953
720 3076 261825809
2621 2662 227140363
89 3404 777926442
2727 3474 488918822
2381 2827 984904840
3074 3145 626852027
2035 362 910799167
3108 2676 874303224
3036 2703 462613974
1167 2666 715684015
1477 3265 232070759
464 802 709842198
1607 3557 68794830
3254 2535 131805822
1171 3041 355470958
199 485 497124438
1156 2254 419711181
2053 1689 295622948
852 3705 158463789
1649 2871 999751058
3271 3690 306151583
1547 1210 267737506
1486 3166 338207433
1925 946 952090839
134 3251 376159041
1092 1506 70132023
2390 1319 983492457
326 986 327904512
3012 3013 623580669
681 512 770246218
3459 2010 230707347
1100 1577 840875248
18 2334 586388491
2552 1007 746394278
3569 2520 61105045
820 450 210503032
2465 1647 1696583
1599 1628 726997598
2560 3489 19594094
1764 949 513313459
104 3353 255968098
901 1264 781654580
342 643 250404458
793 2074 420558252
1716 2381 15185608
146 3124 393961094
2865 152 680324647
748 1057 51653280
557 3618 771560807
1730 1778 290623266
400 3683 530264140
1160 2452 844404655
1572 1442 323163482
131 2469 996578624
13 2029 248228303
1747 1571 985595424
3044 3262 470350927
557 1026 51501410
1225 2828 174377957
521 190 400194668
2617 2461 838339147
1525 1629 328565201
1489 3047 586020307
1998 2458 605984106
6 41 627608455
788 1770 909925999
876 1139 187714822
2211 1489 110037030
849 951 62991419
1781 3677 212527510
1406 1267 224313742
3123 2125 57396243
3390 1967 559732824
3611 1197 898013262
3138 2228 813588087
483 2800 855632750
924 523 584348144
2750 1280 2181203
1826 1945 744647610
3116 3656 98373182
1904 1001 248912876
3348 1299 150431689
3555 3347 253406602
2099 2194 913158738
1194 1342 845331384
51 2506 881950185
3083 1466 456081067
2155 2980 67126631
3536 2746 877750905
572 2387 358175674
217 3250 547050140
629 1421 1673540
1637 3418 286313470
3391 2841 223228484
1436 1212 944195045
3506 3292 579455917
1461 1259 270036238
983 1296 965629760
170 512 932881223
187 3561 224904894
2215 702 617032641
2064 2546 816682656
2602 776 924768256
3432 2230 854718839
1051 3325 90299703
2899 3635 447784420
983 3409 750951693
2804 1212 792116755
2684 546 658691988
862 1949 469064592
71 2256 164122040
2697 922 223560084
1705 2829 510500850
665 2990 953024321
2777 3190 907624264
2427 1958 250499531
3328 1653 854349290
531 3708 650023415
2495 608 290992386
3370 270 84222168
1808 1834 339806959
1393 3373 905176001
1912 1847 417724834
1506 2707 856016348
1003 3514 816690591
3605 729 631585385
3079 3632 321320393
2319 34 103793731
1575 2489 23827268
1561 605 249208871
623 3243 884545237
803 811 684136403
3054 2934 380045160
3010 2177 61184198
270 1095 55555745
3429 3543 903210616
1943 2636 171318108
1790 788 599001600
518 2251 349763551
2604 1724 857843714
289 3531 697806563
855 141 952465184
1094 3243 667627408
2764 2626 651591028
3291 2101 312343788
1807 1017 511026484
623 2672 6208954
